name,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,city_id,,,,,,,
博愛産科婦人科,6740094,二見町450-5,,078-941-8803,280076,0,0,0,1,1,1,0,0,1303,,,,,,,
ベリタス病院,6660125,新田1-2-23,,072-793-7890,280078,0,0,0,1,1,1,0,0,1316,,,,,,,
レディースクリニックTaya,6640846,1-10-14,アリオ1 2F,072-771-7717,280079,0,0,0,1,1,1,0,0,1307,,,,,,,
神戸元町夢クリニック,6500037,44,神戸御幸ビル 3階,078-325-2121,280081,0,0,0,1,1,1,0,0,1299,,,,,,,
英ウィメンズセントラルファティリティクリニック,？上の英とどっちがどっち,,,078-261-3500,280082,0,0,0,1,1,1,7,0,,,,,,,,
第2大谷レディスクリニック,6510096,雲井通7-1-1,ミント神戸 15F,078-261-3500,280083,0,0,0,1,1,1,0,0,1299,,,,,,,
中村レディースクリニック,6512131,持子3-60-1,,078-925-4103,280084,0,0,0,1,1,1,0,0,1300,,,,,,,
中林産婦人科クリニック,6700808,白国1-3-30,,079-282-6581,280085,0,0,0,1,1,1,0,0,1301,,,,,,,
オガタファミリークリニック,6590094,松ノ内町2-3,エウルビル 2F･3F,0797-25-2213,280086,0,0,0,1,1,1,0,0,1306,,,,,,,
医療法人社団サンタクルスチャイルド＆レディースクリニック　サンタクルス　ザ　シュクガワ,6650844,武庫川町6-22,The TAKARAZUKATERRACE 3～7F,0797-83-1188,280087,0,0,0,1,1,1,0,0,1313,,,,,,,
市立奈良病院,6308305,東紀寺町1-50-1,,0742-24-1251,290002,1,1,1,0,0,0,0,0,1341,,,,,,,
奈良県総合医療センター,6308581,七条西町2-897-5,,0742-46-6001,290003,1,1,1,0,0,0,0,0,1341,,,,,,,
天理よろづ相談所病院,6328552,三島町200,,0743-63-5611,290004,1,1,1,0,0,0,0,0,1344,,,,,,,
奈良県立医科大学,6348522,四条町840,,0744-22-3051,290007,1,1,1,0,0,0,0,0,1345,,,,,,,
奈良県西和医療センター,6360802,三室1-14-16,,0745-32-0505,290009,0,1,0,0,0,0,0,0,1355,,,,,,,
大和郡山病院,6391013,朝日町1-62,,0743-53-1111,290010,1,0,0,0,0,0,0,0,1343,,,,,,,
近畿大学奈良病院,6300293,乙田町1248-1,,0743-77-0880,290011,1,1,1,0,0,0,0,0,1349,,,,,,,
赤崎クリニック,6330053,谷111,,0744-43-2468,290012,0,0,0,1,1,1,0,0,1346,,,,,,,
SACRAレディースクリニック,6340803,上品寺町528,,0744-23-1199,290013,0,0,0,1,1,1,0,0,1345,,,,,,,
ASKAレディース・クリニック,6310001,北登美ヶ丘3-3-17,,0742-51-7717,290015,0,0,0,1,1,1,0,0,1341,,,,,,,
好川婦人科クリニック,6300258,東新町4-20,石丸ビル 1階,0743-75-8600,290016,0,0,0,1,1,1,0,0,1349,,,,,,,
久永婦人科クリニック,6310821,西大寺東町2-1-63,サンワシティ西大寺 3F,0742-32-5505,290017,0,0,0,1,1,1,0,0,1341,,,,,,,
大和高田市立病院,6358501,礒野北町1-1,,0745-53-2901,290019,1,1,0,0,0,0,0,0,1342,,,,,,,
三橋仁美レディースクリニック,6391142,矢田町通19,,0743-51-1135,290020,0,0,0,1,1,1,0,0,1343,,,,,,,
和歌山ろうさい病院,6408505,木ノ本93-1,,073-451-3181,300001,1,1,1,0,0,0,0,0,1380,,,,,,,
日本赤十字社和歌山医療センター,6408558,小松原通4-20,,073-422-4171,300002,1,1,1,1,1,1,0,0,1380,,,,,,,
和歌山県立医科大学,6418510,紀三井寺811-1,,073-447-2300,300003,1,1,1,0,0,0,0,0,1380,,,,,,,
ひだか病院,6440002,薗116-2,,0738-22-1111,300004,1,0,0,0,0,0,0,0,1384,,,,,,,
紀南病院,6468588,新庄町46-の70,,0739-22-5000,300007,1,0,0,0,0,0,0,0,1385,,,,,,,
公立那賀病院,6496414,打田1282,,0736-77-2019,300008,1,0,0,0,0,0,0,0,1387,,,,,,,
岩橋医院,6401121,下佐々268,,073-489-2150,300010,0,0,0,1,1,1,0,0,1389,,,,,,,
橋本市民病院,6480005,小峰台2-8-の1,,0736-37-1200,300014,1,0,0,0,0,0,0,0,1382,,,,,,,
奥村レディースクリニック,6480072,東家4-17-13,,0736-32-8511,300015,0,0,0,1,1,1,0,0,1382,,,,,,,
うつのみやレディースクリニック,6408331,美園町5-4-20,,073-423-1987,300016,0,0,0,1,1,1,4,0,1380,,,,,,,
鳥取県立中央病院,6800901,江津730,,0857-26-2271,310001,1,1,1,1,1,1,4,0,1410,,,,,,,
鳥取県立厚生病院,6820804,東昭和町150,,0858-22-8181,310005,1,1,1,0,0,0,0,0,1412,,,,,,,
鳥取大学,6838504,西町36-1,,0859-33-1111,310007,1,1,1,1,1,1,0,0,1411,,,,,,,
田口IVFレディースクリニック,6800003,覚寺63-6,,0857-39-2121,310009,0,0,0,1,1,1,0,0,1410,,,,,,,
ミオ・ファティリティ・クリニック,6830008,車尾南2-1-1,,0859-35-5211,310010,0,0,0,1,1,1,4,0,1411,,,,,,,
彦名レディスライフクリニック,6830854,彦名町2856-3,,0859-29-0159,310011,0,0,0,1,1,1,0,0,1411,,,,,,,
松江赤十字病院,6908506,母衣町200,,0852-24-2111,320001,1,1,1,0,0,0,0,0,1429,,,,,,,
松江市立病院,6908509,乃白町32-1,,0852-60-8000,320002,1,1,0,0,0,0,0,0,1429,,,,,,,
島根大学,6938501,塩冶町89-1,,0853-23-2111,320003,1,1,1,1,1,1,7,0,1431,,,,,,,
島根県立中央病院,6938555,姫原4-1-1,,0853-22-5111,320004,1,1,1,1,1,1,4,0,1431,,,,,,,
内田クリニック,6900044,浜乃木2-6-13,,0852-55-2880,320010,0,0,0,1,1,1,0,0,1429,,,,,,,
浜田医療センター,6978511,浅井町777-12,,0855-25-0505,320015,1,0,0,0,0,0,0,0,1430,,,,,,,
八重垣レディースクリニック,6990111,東出雲町意宇南5-4-2,,0852-52-7790,320016,0,0,0,1,1,1,0,0,1429,,,,,,,
岡山中央病院,7000017,伊島北町6-3,,086-252-3221,330001,1,1,0,0,0,0,0,0,1449,,,,,,,
岡山赤十字病院,7008607,青江2-1-1,,086-222-8811,330002,1,1,1,0,0,0,0,0,1449,,,,,,,
川崎医科大学総合医療センター,7008505,中山下2-6-1,,086-225-2111,330003,1,1,1,0,0,0,0,0,1449,,,,,,,
岡山済生会総合病院附属外来センター,7008511,国体町2-25,,086-252-2211,330004,1,1,0,0,0,0,0,0,1449,,,,,,,
岡山市立市民病院,7008557,北長瀬表町3-20-1,,086-737-3000,330005,0,0,1,0,0,0,0,0,1449,,,,,,,
岡山大学,7008558,鹿田町2-5-1,,086-223-7151,330006,1,1,1,1,1,1,7,0,1449,,,,,,,
岡山医療センター,7011192,田益1711-1,,086-294-9911,330007,1,1,1,0,0,0,0,0,1449,,,,,,,
倉敷中央病院,7108602,美和1-1-1,,086-422-0210,330008,1,1,1,1,1,1,0,0,1453,,,,,,,
川崎医科大学,7010192,松島577,,086-462-1111,330009,1,1,0,0,0,0,0,0,1453,,,,,,,
倉敷成人病センター,7108522,白楽町250,,086-422-2111,330010,1,1,1,1,1,1,0,0,1453,,,,,,,
ペリネイト母と子の病院,7038263,倉益203-1,,086-276-8811,330012,0,0,0,1,1,1,0,0,1450,,,,,,,
三宅医院生殖医療センター,7010204,大福369-8,,086-282-5100,330013,0,0,0,1,1,1,0,0,1452,,,,,,,
岡山二人クリニック,7011152,津高285-1,,086-256-7717,330014,0,0,0,1,1,1,4,0,1449,,,,,,,
岡南産婦人科医院,7028043,平福2-6-43,,086-264-3366,330015,0,0,0,1,1,1,0,0,1452,,,,,,,
赤堀病院,7080051,椿高下33,,0868-24-1212,330016,0,0,0,1,1,1,0,0,1454,,,,,,,
津山中央病院,7080841,川崎1756,,0868-21-8111,330017,1,1,1,0,0,0,0,0,1454,,,,,,,
名越産婦人科,7010153,庭瀬231-2,,086-293-0553,330020,0,0,0,1,1,1,0,0,1449,,,,,,,
福山医療センター,7208520,沖野上町4-14-17,,084-922-0001,340001,1,1,1,0,0,0,0,0,1492,,,,,,,
尾道総合病院,7228508,平原1-10-23,,0848-22-8111,340002,1,1,1,0,0,0,0,0,1491,,,,,,,
市立三次中央病院,7288502,東酒屋町10531,,0824-65-0101,340004,1,1,1,0,0,0,0,0,1494,,,,,,,
中電病院,7308562,大手町3-4-27,,082-241-8221,340005,0,0,1,0,0,0,0,0,1480,,,,,,,
広島市立広島市民病院,7308518,基町7-33,,082-221-2291,340007,1,1,1,0,0,0,0,0,1480,,,,,,,
広島赤十字・原爆病院,7308619,千田町1-9-6,,082-241-3111,340008,1,1,1,0,0,0,0,0,1480,,,,,,,
土谷総合病院,7300811,中島町3-30,,082-243-9191,340009,1,0,1,0,0,0,0,0,1480,,,,,,,
広島市立安佐市民病院,7310293,可部南2-1-1,,082-815-5211,340010,1,1,1,0,0,0,0,0,1485,,,,,,,
広島大学,7348551,霞1-2-3,,082-257-5555,340012,1,1,1,0,0,0,0,0,1482,,,,,,,
広島県立広島病院,7348530,宇品神田1-5--54,,082-254-1818,340014,1,1,1,1,1,1,7,0,1482,,,,,,,
呉医療センター・中国がんセンター,7370023,青山町3-1,,0823-22-3111,340015,1,1,1,0,0,0,0,0,1488,,,,,,,
中国労災病院,7370193,広多賀谷1-5-1,,0823-72-7171,340016,1,1,1,0,0,0,0,0,1488,,,,,,,
広島総合病院,7388503,地御前1-3-3,,0829-36-3111,340018,1,1,1,0,0,0,0,0,1498,,,,,,,
絹谷産婦人科,7300035,本通8-23,本通ヒルズ 4階,082-247-6399,340023,0,0,0,1,1,1,4,0,1480,,,,,,,
広島HARTクリニック,7320822,松原町3-1-0301,,082-567-3866,340024,0,0,0,1,1,1,4,0,1482,,,,,,,
竹中産婦人科クリニック,7300017,鉄砲町9-10,湯浅ビル 2F,082-502-8212,340025,0,0,0,1,1,1,0,0,1480,,,,,,,
幸の鳥レディスクリニック,7210907,春日町1-7-14,,084-940-1717,340028,0,0,0,1,1,1,0,0,1492,,,,,,,
東広島医療センター,7390041,西条町寺家513,,082-423-2176,340031,1,1,1,0,0,0,0,0,1497,,,,,,,
香月産婦人科,7330812,己斐本町2-14-24,,082-546-2555,340032,0,0,0,1,1,1,0,0,1483,,,,,,,
よしだレディースクリニック内科・小児科,7210955,新涯町3-19-36,,084-954-0341,340033,0,0,0,1,1,1,4,0,1492,,,,,,,
笠岡レディースクリニック,7370811,中央1-3-9,呉信愛ビル 5F,0823-23-2828,340034,0,0,0,1,1,1,0,0,1488,,,,,,,
中国中央病院,7200001,御幸町大字上岩成148-13,,084-970-2121,340035,1,0,0,0,0,0,0,0,1492,,,,,,,
福山市民病院,7218511,蔵王町5-23-1,,084-941-5151,340037,1,1,0,0,0,0,0,0,1492,,,,,,,
IVFクリニックひろしま,7320822,松原町5-1,BIG FRONTひろしま 4F,082-264-1131,340038,0,0,0,1,1,1,0,0,1482,,,,,,,
広島中央通り 香月産婦人科,7300029,三川町7-1,香月メディカルビル 5-8F,082-546-2555,340039,0,0,0,1,1,1,0,0,1480,,,,,,,
岩国医療センター,7408510,愛宕町1-1-1,,0827-34-1000,350001,1,1,1,0,0,0,0,0,1516,,,,,,,
徳山中央病院,7458522,孝田町1-1,,0834-28-4411,350003,1,1,1,1,1,1,0,0,1521,,,,,,,
山陽小野田市民病院,7560094,大字東高泊1863-1,,0836-83-2355,350004,1,0,0,0,0,0,0,0,1522,,,,,,,
山口県立総合医療センター,7478511,大字大崎10077,,0835-22-4411,350005,1,1,1,1,1,1,7,0,1514,,,,,,,
関門医療センター,7528510,長府外浦町1-1,,083-241-1199,350006,0,0,0,1,1,0,0,0,1510,,,,,,,
山口県済生会下関総合病院,7596603,安岡町8-5-1,,083-262-2300,350007,1,1,1,1,1,1,2,0,1510,,,,,,,
山口赤十字病院,7538519,八幡馬場53-1,,083-923-0111,350008,1,1,1,0,0,0,0,0,1512,,,,,,,
山口大学,7558505,南小串1-1-1,,0836-22-2111,350009,1,1,1,1,1,1,0,0,1511,,,,,,,
山下ウィメンズクリニック,7440075,瑞穂町1-6-10,,0833-48-0211,350013,0,0,0,1,1,1,0,0,1515,,,,,,,
新山口こうのとりクリニック,7540022,小郡花園町1-9,,083-902-8585,350014,0,0,0,1,1,1,0,0,1512,,,,,,,
徳島市民病院,7700812,北常三島町2-34,,088-622-5121,360002,1,1,0,0,0,0,0,0,1529,,,,,,,
徳島大学,7708503,蔵本町2-50-1,,088-631-3111,360003,1,1,1,1,1,1,7,0,1529,,,,,,,
徳島県立中央病院,7708539,蔵本町1-10-3,,088-631-7151,360005,1,1,0,0,0,0,0,0,1529,,,,,,,
徳島県鳴門病院,7728503,撫養町黒崎小谷32,,088-683-0011,360007,1,0,0,0,0,0,0,0,1530,,,,,,,
徳島赤十字病院,7738502,小松島町字井利ノ口103,,0885-32-2555,360008,1,0,0,0,0,0,0,0,1531,,,,,,,
つるぎ町立半田病院,7794401,半田字中藪234-1,,0883-64-3145,360012,1,0,0,0,0,0,0,0,1551,,,,,,,
中山産婦人科,7711221,東中富字長江傍示5-6,,088-692-0333,360013,0,0,0,1,1,1,0,0,1548,,,,,,,
恵愛レディースクリニック,7700023,佐古三番町4-6,,088-653-1201,360014,0,0,0,1,1,1,0,0,1529,,,,,,,
高松赤十字病院,7600017,番町4-1-3,,087-831-7101,370001,1,1,1,1,1,1,0,0,1553,,,,,,,
高松市立みんなの病院,7618538,仏生山町甲847-1,,087-813-7171,370002,0,1,0,1,1,1,0,0,1553,,,,,,,
香川県立中央病院,7608557,朝日町1-2-1,,087-811-3333,370003,1,1,1,0,0,0,0,0,1553,,,,,,,
香川大学,7610793,大字池戸1750-1,,087-898-5111,370005,1,1,1,0,0,0,0,0,1563,,,,,,,
回生病院,7620007,室町3-5-28,,0877-46-1011,370006,1,0,0,0,0,0,0,0,1555,,,,,,,
厚仁病院,7630043,通町133,,0877-23-2311,370009,0,0,0,1,1,1,0,0,1554,,,,,,,
恵生産婦人科医院,7600073,栗林町1-6-21,,087-833-1533,370010,0,0,0,1,1,1,0,0,1553,,,,,,,
安藤レディースクリニック,7618075,多肥下町1524-14,,087-815-2833,370011,0,0,0,1,1,0,0,0,1553,,,,,,,
香川労災病院,7638502,城東町3-3-1,,0877-23-3111,370015,0,1,0,0,0,0,0,0,1554,,,,,,,
四国こどもとおとなの医療センター,7658507,仙遊町2-1-1,,0877-62-1000,370016,1,0,1,1,1,1,0,0,1556,,,,,,,
三豊総合病院,7691695,豊浜町姫浜708,,0875-52-3366,370017,1,0,0,0,0,0,0,0,1557,,,,,,,
よつばウィメンズクリニック,7618044,円座町375-1,,087-885-4103,370018,0,0,0,1,1,1,0,0,1553,,,,,,,
四国がんセンター,7910280,南梅本町甲160,,089-999-1111,380001,1,1,0,0,0,0,0,0,1570,,,,,,,
愛媛県立中央病院,7900024,春日町83,,089-947-1111,380002,1,1,1,0,0,0,0,0,1570,,,,,,,
NTT西日本松山病院,7900802,喜与町1-7-1,,089-936-2461,380004,1,0,0,0,0,0,0,0,1570,,,,,,,
松山赤十字病院,7908524,文京町1,,089-924-1111,380005,1,1,1,0,0,0,0,0,1570,,,,,,,
愛媛大学,7910295,志津川454,,089-964-5111,380006,1,1,1,1,1,1,0,0,1580,,,,,,,
愛媛県立今治病院,7940006,石井町4-5-5,,0898-32-7111,380008,1,0,1,0,0,0,0,0,1571,,,,,,,
市立宇和島病院,7988510,御殿町1-1,,0895-25-1111,380009,1,0,1,0,0,0,0,0,1572,,,,,,,
矢野産婦人科,7900872,昭和町72-1,,089-921-6507,380011,0,0,0,1,1,1,4,0,1570,,,,,,,
福井ウィメンズクリニック,7900922,星岡4-2-7,,089-969-0088,380012,0,0,0,1,1,1,0,0,1570,,,,,,,
愛媛労災病院,7928550,南小松原町13-27,,0897-33-6191,380014,1,1,0,1,1,1,0,0,1574,,,,,,,
こにしクリニック,7920811,庄内町1-13-35,,0897-33-1135,380015,0,0,0,1,1,1,0,0,1574,,,,,,,
梅岡レディースクリニック,7900052,竹原町1-3-5,,089-943-2421,380016,0,0,0,1,1,0,0,0,1570,,,,,,,
四国中央病院,7990193,川之江町2233,,0896-58-3515,380017,1,0,0,0,0,0,0,0,1578,,,,,,,
ハートレディースクリニック,7910216,野田2-100-1,,089-955-0082,380018,0,0,0,1,1,1,0,0,1580,,,,,,,
愛媛県立新居浜病院,7920042,本郷3-1-1,,0897-43-6161,380019,1,0,1,0,0,0,0,0,1574,,,,,,,
つばきウイメンズクリニック,7911104,北土居5-11-7,,089-905-1122,380020,0,0,0,1,1,1,0,0,1570,,,,,,,
高知赤十字病院,7808562,秦南町1-4-63-11,,088-822-1201,390001,1,0,0,0,0,0,0,0,1590,,,,,,,
高知大学,7838505,岡豊町小蓮185-1,,088-866-5811,390006,1,1,1,1,1,1,0,0,1593,,,,,,,
高知県立幡多けんみん病院,7880785,山奈町芳奈3-1,,0880-66-2222,390007,1,0,0,0,0,0,0,0,1596,,,,,,,
レディスクリニックコスモス,7800072,杉井流6-27,,088-861-6700,390009,0,0,0,1,1,1,4,0,1590,,,,,,,
高知医療センター,7818555,池2125-1,,088-837-3000,390011,1,1,1,1,1,1,0,0,1590,,,,,,,
九州労災病院,8000296,曽根北町1-1,,093-471-1121,400001,0,1,0,0,0,0,0,0,1629,,,,,,,
北九州市立医療センター,8020077,馬借2-1-1,,093-541-1831,400002,1,1,1,0,0,0,0,0,1628,,,,,,,
小倉医療センター,8028533,春ケ丘10-1,,093-921-8881,400003,1,1,1,0,0,0,0,0,1629,,,,,,,
九州病院,8068501,岸の浦1-8-1,,093-641-5111,400007,1,1,1,0,0,0,0,0,1631,,,,,,,
産業医科大学,8078556,生ヶ丘1-1,,093-603-1611,400008,1,1,1,0,0,0,0,0,1631,,,,,,,
浜の町病院,8108539,長浜3-3-1,,092-721-0831,400009,1,1,1,1,1,1,0,0,1635,,,,,,,
九州医療センター,8108563,地行浜1-8-1,,092-852-0700,400010,1,1,1,0,0,0,0,0,1635,,,,,,,
九州大学,8128582,馬出3-1-1,,092-641-1151,400012,1,1,1,1,1,1,4,0,1633,,,,,,,
福岡大学,8140180,七隈7-45-1,,092-801-1011,400013,1,1,1,0,0,0,0,0,1638,,,,,,,
福岡赤十字病院,8158555,大楠3-1-1,,092-521-1211,400014,1,1,1,0,0,0,0,0,1636,,,,,,,
福岡徳洲会病院,8160864,須玖北4-5,,092-573-6622,400016,0,1,1,0,0,0,0,0,1654,,,,,,,
飯塚病院,8208505,芳雄町3-83,,094-822-3800,400017,1,1,1,0,0,0,0,0,1643,,,,,,,
田川市立病院,8258567,大字糒1700-2,,0947-44-2100,400018,1,0,0,0,0,0,0,0,1644,,,,,,,
久留米大学,8300011,旭町67,,0942-35-3311,400020,1,1,1,1,1,0,0,0,1641,,,,,,,
聖マリア病院,8308543,津福本町422,,0942-35-3322,400022,1,1,1,0,0,0,0,0,1641,,,,,,,
大牟田市立病院,8368567,宝坂町2-19-1,,0944-53-1061,400025,1,0,0,0,0,0,0,0,1640,,,,,,,
済生会福岡総合病院,8100001,天神1-3-46,,092-771-8151,400026,0,1,1,0,0,0,0,0,1635,,,,,,,
高木病院,8310016,大字酒見141-11,,0944-87-0001,400027,0,0,0,1,1,1,0,0,1648,,,,,,,
メディカルキューブ平井外科産婦人科,8360012,明治町3-8-7,,0944-54-3228,400028,0,0,0,1,1,1,0,0,1640,,,,,,,
中央レディスクリニック,8100001,天神2-4-38,NTT-KFビル 6F,092-736-3355,400029,0,0,0,1,1,1,0,0,1635,,,,,,,
アイブイエフ詠田クリニック,8100001,天神1-12-1,日之出福岡ビル 6Ｆ,092-735-6655,400030,0,0,0,1,1,1,4,0,1635,,,,,,,
蔵本ウイメンズクリニック,8120013,博多駅東1-1-19,,092-482-5558,400034,0,0,0,1,1,1,4,0,1634,,,,,,,
セントマザー産婦人科医院,8070825,折尾4-9-12,,093-601-2000,400036,0,0,0,1,1,1,0,1,1631,,,,,,,
九州がんセンター,8111395,野多目3-1-1,,092-541-3231,400040,1,1,0,0,0,0,0,0,1636,,,,,,,
石松ウイメンズクリニック,8000227,津田新町4-5-1,,093-474-6700,400042,0,0,0,1,1,1,0,0,1629,,,,,,,
婦人科永田おさむクリニック,8112317,長者原東3-8-2,,092-938-2209,400043,0,0,0,1,1,0,0,0,1673,,,,,,,
いでウイメンズクリニック,8300033,天神町4-1,実吉センタービル 8F,0942-33-1114,400044,0,0,0,1,1,1,0,0,1641,,,,,,,
古賀文敏ウイメンズクリニック,8100001,天神2-3-24,天神ルーチェ 5F,092-738-7711,400048,0,0,0,1,1,1,0,0,1635,,,,,,,
福岡山王病院,8140001,百道浜3-6-45,,092-832-1100,400049,1,0,0,1,1,1,0,0,1639,,,,,,,
福岡新水巻病院,8070051,立屋敷1-2-1,,093-203-2220,400050,1,0,0,0,0,0,0,0,1675,,,,,,,
ほりたレディースクリニック,8020002,京町3-1-1 B1,,093-513-4122,400051,0,0,0,1,1,1,0,0,1628,,,,,,,
福岡市立こども病院,8130017,香椎照葉5-1-1,,092-682-7000,400052,1,0,1,0,0,0,0,0,1633,,,,,,,
齋藤シーサイド・レディースクリニック,8070141,大字山鹿852-57,,093-701-8880,400053,0,0,0,1,1,1,0,0,1674,,,,,,,
井上善レディースクリニック,8100001,天神1-2-12,メットライフ天神ビル 6F,092-406-5302,400054,0,0,0,1,1,1,0,0,1635,,,,,,,
福岡東医療センター,8113195,千鳥1-1-1,,092-943-2331,400055,0,0,0,1,1,1,0,0,1658,,,,,,,
小倉記念病院,8028555,浅野3-2-1,,093-511-2000,400056,0,1,0,0,0,0,0,0,1628,,,,,,,
佐賀県医療センター好生館,8408571,中原400,,0952-24-2171,410002,0,1,0,0,0,0,0,0,1698,,,,,,,
嬉野医療センター,8430393,嬉野町大字下宿甲4279-3,,0954-43-1120,410003,1,0,0,0,0,0,0,0,1706,,,,,,,
佐賀大学,8498501,鍋島5-1-1,,0952-31-6511,410005,1,1,1,0,0,0,0,0,1698,,,,,,,
佐賀病院,8498577,日の出1-20-1,,0952-30-7141,410006,1,0,1,0,0,0,0,0,1698,,,,,,,
おおくま産婦人科,8490921,高木瀬西2-10-5,,0952-31-6117,410007,0,0,0,1,1,1,0,0,1698,,,,,,,
谷口眼科婦人科,8430022,武雄町大字武雄385-2,,0954-23-3130,410008,0,0,0,1,1,1,0,0,1703,,,,,,,
長崎みなとメディカルセンター,8508555,新地町6-39,,095-822-3251,420001,1,1,1,0,0,0,0,0,1718,,,,,,,
長崎大学,8528501,坂本1-7-1,,095-819-7200,420002,1,1,1,1,1,1,7,0,1718,,,,,,,
日本赤十字社長崎原爆病院,8528511,茂里町3-15,,095-847-1511,420003,0,1,0,0,0,0,0,0,1718,,,,,,,
諌早総合病院,8548501,永昌東町24-1,,0957-22-1380,420004,1,0,0,0,0,0,0,0,1721,,,,,,,
長崎医療センター,8568562,久原2-1001-1,,0957-52-3121,420005,1,1,1,0,0,0,0,0,1722,,,,,,,
佐世保共済病院,8578575,島地町10-17,,0956-22-5136,420006,1,1,0,0,0,0,0,0,1719,,,,,,,
佐世保市総合医療センター,8578511,平瀬町9-3,,0956-24-1515,420007,1,1,1,0,0,0,0,0,1719,,,,,,,
ART岡本ウーマンズクリニック,8500861,江戸町7-1,,095-820-2864,420009,0,0,0,1,1,1,4,0,1718,,,,,,,
みやむら女性のクリニック,8528108,川口町1-1,ビバシティ浦上 1F,095-849-5507,420012,0,0,0,1,1,0,0,0,1718,,,,,,,
済生会長崎病院,8500003,片淵2-5-1,,095-826-9236,420013,0,1,0,0,0,0,0,0,1718,,,,,,,
熊本医療センター,8600008,二の丸1-5,,096-353-6501,430001,1,1,0,0,0,0,0,0,1740,,,,,,,
熊本大学,8608556,本荘1-1-1,,096-344-2111,430002,1,1,1,1,1,1,4,0,1740,,,,,,,
熊本市民病院,8628505,東町4-1-60,,096-365-1711,430003,1,1,1,0,0,0,0,0,1741,,,,,,,
熊本赤十字病院,8618520,長嶺南2-1-1,,096-384-2111,430004,1,1,1,0,0,0,0,0,1739,,,,,,,
福田病院,8600004,新町2-2-6,,096-322-2995,430009,1,0,0,1,1,1,4,0,1740,,,,,,,
森川レディースクリニック,8620950,水前寺6-31-1,,096-381-4115,430010,0,0,0,1,1,0,0,0,1740,,,,,,,
伊井産婦人科病院,8620973,大江本町8-15,,096-364-4003,430011,0,0,0,1,1,1,0,0,1740,,,,,,,
片岡レディスクリニック,8660861,本町3-3-35,,0965-32-2344,430012,0,0,0,1,1,1,0,0,1745,,,,,,,
ART女性クリニック,8620955,神水本町25-18,,096-360-3670,430014,0,0,0,1,1,1,0,0,1739,,,,,,,
ソフィアレディースクリニック水道町,8600844,水道町9-5-1,,096-322-2996,430015,0,0,0,1,1,1,0,0,1740,,,,,,,
アルメイダ病院,8701195,大字宮崎1509-2,,097-569-3121,440001,1,0,1,0,0,0,0,0,1789,,,,,,,
大分県立病院,8708511,大字豊饒476,,097-546-7111,440002,1,1,1,0,0,0,0,0,1789,,,,,,,
別府医療センター,8740011,大字内竈1473,,0977-67-1111,440003,1,1,1,0,0,0,0,0,1790,,,,,,,
大分大学,8795593,挾間町医大ヶ丘1-1,,097-549-4411,440005,1,1,1,1,1,1,4,0,1801,,,,,,,
セント・ルカ産婦人科,8700823,東大道1-4-5,,097-547-1234,440008,0,0,0,1,1,1,4,0,1789,,,,,,,
大川産婦人科・高砂,8700029,高砂町1-5,,097-532-1135,440009,0,0,0,1,1,1,0,0,1789,,,,,,,
市立中津市民病院,8718511,大字下池永173,,0979-22-2480,440010,1,0,1,0,0,0,0,0,1791,,,,,,,
宮崎県立宮崎病院,8808510,北高松町5-30,,0985-24-4181,450001,1,1,1,0,0,0,0,0,1807,,,,,,,
宮崎県立延岡病院,8820835,新小路2-1-10,,0982-32-6181,450002,1,0,1,0,0,0,0,0,1809,,,,,,,
都城医療センター,8850014,祝吉町5033-1,,0986-23-4111,450003,1,0,1,0,0,0,0,0,1808,,,,,,,
宮崎県立日南病院,8870013,木山1-9-5,,0987-23-3111,450004,1,0,1,0,0,0,0,0,1810,,,,,,,
宮崎大学,8891692,清武町木原5200,,0985-85-1510,450005,1,1,1,0,0,0,0,0,1807,,,,,,,
宮崎市郡医師会病院,8800834,新別府町船戸738-1,,0985-24-9119,450007,1,0,0,0,0,0,0,0,1807,,,,,,,
丸田病院,8850075,八幡町4-2,,0986-23-7060,450008,0,0,0,1,1,1,0,0,1808,,,,,,,
古賀総合病院,8800041,池内町数太木1749-1,,0985-39-8888,450009,0,0,0,1,1,1,0,0,1807,,,,,,,
渡辺産婦人科,8830022,大字平岩718,,0982-57-1011,450010,0,0,0,1,1,1,0,0,1812,,,,,,,
野田医院,8850051,蔵原町9-18,,0986-24-8553,450011,0,0,0,1,1,1,0,0,1808,,,,,,,
とえだウイメンズクリニック,8800812,高千穂通2-5-5,とえだビル 3F,0985-32-0511,450012,0,0,0,1,1,1,0,0,1807,,,,,,,
ゆげレディスクリニック,8800805,橘通東4-8-1,カリーノ宮崎 3F,0985-77-8288,450013,0,0,0,1,1,1,0,0,1807,,,,,,,
鹿児島大学,8908520,桜ケ丘8-35-1,,099-275-5111,460001,1,1,1,1,1,1,0,0,1833,,,,,,,
鹿児島医療センター,8920853,城山町8-1,,099-223-1151,460003,1,1,0,0,0,0,0,0,1833,,,,,,,
鹿児島市立病院,8908760,上荒田町37-1,,099-230-7000,460004,1,1,1,0,0,0,0,0,1833,,,,,,,
済生会川内病院,8950074,原田町2-46,,0996-23-5221,460007,1,0,1,0,0,0,0,0,1841,,,,,,,
竹内レディースクリニック,8995421,東餅田502-2,,0995-65-2296,460009,0,0,0,1,1,1,4,1,1851,,,,,,,
